ukrball100;mathball100;physball100;year
147;129;109;2021
174;187;170;2021
107;0;109;2021
0;0;0;2021
139;124;103;2021
153;113;106;2021
128;185;142;2021
179;187;163;2021
141;105;109;2021
100;0;120;2021
135;172;124;2021
174;163;149;2021
139;129;106;2021
126;100;103;2021
160;144;134;2021
100;119;109;2021
113;116;124;2021
115;149;127;2021
145;155;160;2021
167;146;109;2021
139;116;124;2021
113;0;0;2021
157;153;127;2021
124;131;131;2021
118;0;0;2021
135;138;103;2021
173;169;163;2021
120;100;0;2021
143;185;174;2021
107;0;0;2021
159;185;167;2021
174;142;113;2021
190;198;186;2021
179;182;171;2021
162;161;127;2021
0;0;0;2021
102;119;0;2021
104;0;0;2021
179;187;194;2021
167;164;140;2021
187;195;187;2021
145;172;145;2021
143;160;149;2021
115;0;113;2021
190;182;187;2021
145;144;131;2021
153;164;140;2021
118;0;134;2021
126;113;127;2021
111;116;124;2021
104;100;0;2021
106;0;0;2021
149;163;174;2021
137;136;145;2021
173;160;109;2021
190;188;175;2021
176;184;147;2021
190;180;153;2021
173;197;186;2021
160;169;147;2021
162;133;116;2021
130;184;173;2021
141;138;120;2021
126;109;131;2021
167;124;120;2021
160;140;140;2021
171;173;159;2021
109;0;124;2021
107;100;0;2021
167;161;151;2021
153;146;124;2021
188;184;145;2021
174;185;131;2021
135;161;109;2021
111;0;0;2021
190;173;113;2021
155;191;186;2021
115;0;113;2021
126;155;151;2021
128;142;113;2021
155;116;103;2021
160;185;167;2021
143;188;177;2021
167;144;162;2021
149;138;153;2021
126;0;116;2021
173;169;140;2021
181;187;160;2021
115;105;124;2021
166;163;127;2021
190;174;178;2021
106;100;109;2021
107;0;0;2021
141;129;103;2021
147;138;142;2021
171;144;131;2021
187;196;168;2021
118;153;106;2021
143;133;124;2021
159;146;120;2021
187;191;186;2021
113;129;106;2021
135;136;109;2021
173;163;147;2021
153;116;109;2021
153;146;137;2021
167;153;155;2021
167;177;149;2021
149;149;134;2021
160;169;134;2021
157;129;0;2021
145;129;127;2021
198;198;194;2021
115;0;0;2021
157;166;116;2021
162;170;155;2021
160;156;147;2021
141;127;116;2021
137;127;127;2021
137;177;145;2021
169;180;155;2021
141;119;116;2021
188;180;165;2021
194;191;190;2021
0;0;0;2021
111;0;106;2021
181;184;191;2021
132;133;137;2021
182;170;149;2021
128;0;0;2021
111;133;124;2021
164;169;162;2021
0;0;120;2021
167;190;175;2021
160;142;100;2021
181;184;179;2021
179;161;167;2021
141;166;124;2021
147;149;131;2021
184;194;175;2021
0;0;0;2021
166;178;163;2021
118;0;0;2021
197;190;188;2021
176;180;142;2021
187;184;157;2021
147;155;153;2021
143;156;127;2021
176;187;181;2021
187;191;181;2021
157;160;142;2021
182;186;151;2021
102;131;116;2021
177;166;142;2021
174;173;170;2021
160;149;151;2021
155;144;134;2021
143;136;131;2021
151;144;137;2021
153;147;131;2021
104;0;100;2021
181;176;162;2021
194;192;192;2021
128;109;116;2021
0;0;0;2021
143;138;134;2021
190;193;188;2021
176;149;145;2021
135;124;137;2021
181;182;167;2021
147;173;142;2021
177;136;140;2021
124;105;109;2021
149;138;120;2021
159;0;0;2021
176;176;174;2021
153;160;127;2021
174;167;155;2021
0;0;0;2021
149;156;149;2021
139;0;127;2021
190;188;175;2021
147;144;124;2021
169;167;134;2021
162;176;153;2021
126;100;137;2021
196;193;181;2021
167;147;127;2021
137;105;106;2021
137;119;113;2021
191;188;174;2021
171;180;149;2021
104;0;103;2021
130;133;100;2021
145;119;145;2021
115;160;106;2021
167;187;174;2021
128;0;124;2021
106;119;116;2021
122;0;124;2021
192;177;179;2021
164;163;142;2021
0;100;0;2021
141;163;106;2021
109;100;120;2021
139;158;153;2021
169;191;190;2021
159;172;159;2021
143;155;142;2021
166;167;131;2021
153;153;124;2021
111;0;113;2021
159;181;120;2021
159;146;155;2021
118;105;120;2021
107;0;120;2021
190;191;187;2021
151;138;113;2021
179;167;170;2021
192;187;175;2021
151;167;140;2021
187;193;183;2021
132;122;134;2021
0;0;103;2021
176;184;163;2021
159;133;109;2021
0;105;100;2021
167;181;145;2021
0;0;0;2021
190;196;194;2021
153;153;120;2021
191;156;109;2021
184;166;155;2021
169;146;142;2021
124;122;100;2021
139;138;140;2021
191;191;177;2021
173;187;147;2021
147;153;145;2021
130;0;0;2021
190;192;194;2021
106;0;103;2021
160;161;109;2021
141;119;124;2021
102;0;0;2021
0;0;0;2021
184;181;155;2021
109;0;109;2021
109;119;140;2021
177;182;177;2021
182;181;184;2021
126;109;127;2021
100;0;0;2021
185;187;178;2021
179;195;186;2021
102;149;116;2021
149;161;140;2021
147;169;127;2021
155;113;0;2021
126;105;131;2021
143;144;151;2021
151;160;142;2021
0;0;0;2021
145;136;113;2021
182;184;168;2021
147;147;137;2021
169;176;170;2021
147;147;109;2021
149;133;145;2021
164;133;113;2021
177;172;159;2021
157;163;145;2021
151;163;116;2021
113;109;0;2021
191;190;155;2021
169;155;109;2021
104;100;0;2021
118;109;106;2021
126;146;131;2021
167;186;165;2021
181;149;127;2021
102;119;116;2021
181;178;168;2021
149;113;113;2021
166;116;134;2021
182;185;171;2021
111;0;0;2021
111;100;120;2021
135;149;137;2021
145;0;113;2021
113;0;0;2021
157;164;127;2021
113;105;124;2021
120;146;137;2021
188;178;175;2021
124;129;116;2021
177;192;188;2021
184;193;183;2021
190;193;171;2021
122;105;116;2021
167;149;131;2021
0;0;0;2021
111;105;120;2021
145;169;127;2021
188;180;175;2021
111;0;103;2021
118;127;149;2021
179;186;177;2021
120;136;127;2021
128;105;109;2021
128;100;0;2021
130;124;124;2021
135;124;100;2021
147;147;140;2021
124;181;131;2021
160;172;153;2021
167;153;151;2021
153;116;131;2021
102;0;116;2021
113;151;124;2021
167;167;127;2021
185;191;184;2021
149;184;127;2021
0;100;109;2021
164;173;167;2021
179;172;167;2021
104;0;100;2021
124;142;116;2021
122;119;0;2021
179;163;131;2021
118;0;103;2021
169;158;153;2021
0;0;124;2021
143;142;145;2021
104;116;106;2021
0;0;106;2021
124;127;131;2021
164;177;149;2021
147;0;134;2021
190;182;181;2021
171;147;147;2021
151;158;134;2021
188;190;182;2021
141;144;127;2021
126;153;106;2021
185;173;151;2021
184;180;182;2021
128;151;137;2021
181;158;155;2021
100;0;113;2021
190;200;193;2021
187;187;153;2021
107;113;145;2021
135;0;0;2021
126;100;113;2021
0;0;0;2021
130;109;100;2021
100;149;127;2021
153;173;160;2021
166;166;160;2021
159;173;162;2021
160;169;153;2021
143;131;120;2021
174;167;145;2021
145;178;137;2021
191;184;193;2021
171;170;174;2021
157;119;131;2021
159;146;137;2021
169;127;116;2021
120;147;109;2021
0;0;113;2021
160;163;142;2021
102;0;103;2021
159;113;116;2021
118;100;0;2021
0;0;109;2021
100;113;0;2021
135;142;145;2021
184;177;149;2021
184;119;116;2021
159;190;182;2021
100;113;0;2021
124;138;120;2021
160;169;155;2021
184;193;183;2021
135;144;113;2021
174;164;153;2021
0;0;103;2021
185;180;153;2021
0;0;0;2021
122;0;116;2021
109;0;0;2021
164;109;140;2021
147;144;149;2021
143;122;106;2021
100;0;0;2021
174;185;171;2021
109;109;106;2021
157;131;137;2021
113;0;0;2021
188;195;192;2021
102;0;113;2021
179;153;140;2021
118;113;109;2021
126;105;131;2021
185;181;155;2021
122;116;120;2021
191;198;194;2021
111;127;0;2021
145;149;131;2021
0;0;0;2021
124;0;131;2021
100;0;106;2021
135;119;120;2021
147;146;134;2021
106;105;103;2021
107;0;109;2021
130;149;151;2021
139;146;137;2021
192;185;160;2021
141;144;127;2021
192;195;181;2021
0;127;137;2021
167;131;131;2021
147;113;127;2021
107;133;116;2021
132;0;109;2021
143;142;137;2021
115;155;140;2021
137;161;145;2021
124;136;127;2021
124;129;151;2021
190;176;127;2021
179;188;167;2021
185;164;160;2021
171;151;120;2021
157;136;103;2021
0;100;106;2021
177;169;165;2021
191;172;159;2021
177;169;140;2021
126;133;113;2021
171;131;113;2021
153;129;124;2021
160;185;190;2021
155;163;168;2021
124;138;116;2021
104;105;106;2021
118;105;113;2021
167;180;140;2021
135;149;120;2021
173;161;145;2021
187;169;179;2021
113;0;109;2021
179;169;142;2021
190;195;165;2021
139;144;120;2021
174;184;140;2021
130;156;134;2021
190;196;187;2021
106;0;124;2021
128;156;134;2021
185;186;181;2021
0;0;120;2021
164;174;147;2021
120;116;106;2021
141;113;109;2021
169;161;157;2021
106;0;0;2021
111;0;106;2021
185;197;174;2021
187;196;178;2021
159;127;157;2021
130;105;116;2021
145;109;134;2021
184;184;157;2021
188;195;157;2021
171;147;131;2021
124;119;109;2021
106;124;0;2021
130;119;131;2021
106;138;137;2021
157;169;0;2021
194;186;179;2021
179;178;167;2021
179;164;149;2021
0;0;0;2021
151;161;157;2021
132;100;0;2021
164;169;142;2021
187;191;175;2021
162;181;162;2021
126;153;145;2021
153;147;131;2021
194;180;167;2021
104;116;131;2021
143;158;109;2021
173;147;157;2021
184;192;192;2021
130;113;113;2021
177;173;160;2021
132;131;106;2021
176;180;155;2021
179;170;109;2021
160;131;116;2021
169;131;106;2021
141;116;100;2021
104;0;124;2021
126;105;134;2021
160;174;162;2021
143;151;134;2021
177;178;174;2021
126;133;103;2021
184;180;168;2021
177;188;174;2021
147;147;142;2021
159;172;142;2021
194;191;200;2021
171;155;131;2021
139;158;142;2021
179;177;140;2021
174;163;149;2021
139;127;137;2021
111;122;137;2021
185;167;160;2021
124;140;127;2021
191;185;182;2021
185;182;168;2021
124;105;116;2021
145;136;137;2021
173;156;145;2021
135;122;103;2021
182;176;165;2021
171;181;127;2021
104;0;106;2021
184;191;182;2021
190;182;173;2021
160;156;131;2021
171;163;120;2021
102;0;0;2021
176;167;137;2021
147;100;124;2021
145;155;142;2021
100;0;106;2021
0;116;137;2021
109;133;116;2021
113;0;124;2021
188;160;147;2021
169;161;142;2021
179;187;162;2021
179;185;165;2021
0;0;0;2021
135;140;120;2021
113;140;103;2021
143;138;140;2021
139;156;131;2021
166;174;145;2021
128;170;0;2021
182;195;188;2021
122;116;124;2021
196;197;200;2021
194;194;186;2021
164;180;140;2021
100;0;0;2021
153;156;124;2021
102;0;113;2021
0;0;116;2021
135;100;120;2021
166;186;170;2021
113;0;106;2021
132;0;134;2021
115;0;103;2021
113;0;109;2021
106;0;116;2021
166;170;174;2021
181;156;100;2021
174;166;162;2021
153;146;106;2021
155;190;173;2021
155;109;0;2021
135;161;168;2021
126;180;174;2021
0;113;109;2021
197;200;186;2021
143;122;120;2021
187;192;155;2021
184;186;181;2021
187;180;165;2021
160;180;175;2021
111;113;134;2021
124;131;149;2021
141;127;120;2021
181;196;177;2021
107;119;147;2021
164;133;147;2021
155;190;163;2021
107;0;109;2021
155;181;131;2021
167;158;113;2021
143;160;131;2021
151;177;162;2021
135;167;145;2021
111;116;109;2021
130;173;151;2021
188;169;157;2021
107;124;120;2021
120;109;113;2021
139;0;163;2021
160;164;127;2021
167;192;157;2021
124;144;109;2021
155;149;140;2021
104;105;103;2021
106;124;106;2021
177;161;147;2021
143;160;120;2021
173;160;137;2021
196;181;151;2021
199;198;200;2021
139;156;116;2021
188;182;175;2021
137;131;113;2021
151;167;155;2021
147;138;113;2021
151;144;116;2021
0;0;0;2021
141;127;113;2021
153;100;120;2021
0;0;109;2021
167;136;127;2021
155;129;120;2021
185;177;155;2021
113;109;134;2021
164;169;145;2021
187;180;155;2021
137;144;140;2021
149;124;106;2021
187;194;163;2021
139;142;124;2021
0;0;0;2021
151;136;103;2021
115;109;106;2021
159;149;153;2021
128;0;134;2021
122;0;134;2021
173;191;187;2021
111;144;162;2021
174;166;147;2021
159;147;0;2021
155;153;147;2021
184;180;175;2021
160;163;142;2021
185;196;183;2021
0;0;100;2021
155;173;137;2021
126;105;127;2021
135;144;140;2021
167;193;159;2021
173;197;191;2021
194;198;200;2021
135;105;127;2021
141;156;131;2021
167;177;168;2021
106;0;109;2021
0;0;0;2021
185;180;162;2021
143;0;106;2021
111;0;106;2021
128;124;116;2021
166;173;120;2021
100;109;103;2021
118;105;120;2021
157;131;116;2021
122;119;103;2021
173;177;167;2021
111;0;0;2021
187;195;175;2021
153;187;124;2021
130;0;100;2021
179;192;165;2021
177;191;174;2021
118;129;113;2021
141;116;127;2021
104;129;103;2021
145;146;116;2021
159;172;162;2021
145;172;113;2021
143;149;131;2021
124;113;113;2021
132;122;134;2021
107;0;113;2021
190;190;155;2021
113;127;127;2021
184;185;175;2021
135;129;120;2021
179;161;145;2021
176;166;137;2021
196;200;199;2021
194;180;145;2021
147;113;127;2021
132;105;127;2021
181;161;153;2021
153;144;109;2021
128;146;113;2021
109;0;131;2021
115;105;106;2021
132;109;134;2021
176;187;167;2021
188;193;167;2021
137;160;142;2021
143;176;142;2021
147;151;165;2021
167;194;151;2021
173;192;177;2021
100;0;100;2021
143;153;131;2021
181;156;163;2021
162;155;137;2021
0;100;116;2021
107;129;116;2021
181;199;191;2021
130;0;106;2021
120;0;116;2021
139;124;106;2021
169;187;170;2021
109;0;124;2021
166;166;149;2021
155;0;100;2021
169;193;190;2021
153;133;120;2021
122;122;106;2021
181;182;173;2021
115;124;151;2021
176;158;160;2021
159;119;124;2021
106;0;113;2021
155;127;127;2021
185;186;174;2021
188;197;187;2021
176;173;131;2021
167;188;168;2021
151;170;155;2021
122;149;100;2021
118;161;124;2021
107;105;109;2021
122;146;116;2021
126;140;106;2021
145;146;137;2021
157;174;149;2021
162;166;142;2021
181;191;151;2021
109;0;0;2021
124;0;127;2021
190;194;188;2021
149;113;116;2021
167;149;113;2021
194;185;177;2021
182;187;171;2021
190;174;171;2021
143;144;145;2021
182;181;174;2021
173;192;167;2021
128;122;120;2021
126;0;113;2021
113;109;124;2021
141;164;151;2021
102;105;113;2021
126;163;131;2021
124;109;124;2021
106;113;131;2021
109;100;106;2021
115;136;106;2021
177;190;182;2021
166;155;137;2021
106;0;0;2021
106;109;0;2021
188;174;147;2021
122;100;100;2021
118;116;100;2021
164;153;160;2021
143;131;147;2021
120;131;142;2021
141;116;134;2021
104;129;113;2021
145;166;153;2021
145;190;159;2021
100;0;0;2021
147;129;134;2021
157;133;151;2021
137;0;124;2021
137;146;116;2021
174;192;181;2021
192;191;177;2021
179;174;147;2021
174;169;137;2021
151;173;149;2021
149;133;116;2021
176;178;120;2021
132;113;120;2021
181;177;155;2021
147;153;109;2021
181;167;165;2021
122;0;109;2021
153;164;140;2021
139;182;163;2021
159;147;109;2021
155;177;155;2021
0;0;113;2021
171;176;160;2021
166;146;124;2021
0;0;113;2021
111;122;109;2021
187;172;140;2021
173;180;178;2021
196;198;196;2021
0;100;0;2021
143;147;134;2021
130;140;120;2021
128;113;131;2021
137;0;127;2021
135;169;159;2021
143;163;157;2021
171;172;160;2021
0;0;0;2021
120;116;142;2021
107;113;116;2021
120;122;106;2021
139;146;106;2021
174;167;174;2021
151;140;124;2021
184;192;178;2021
102;105;120;2021
174;186;182;2021
0;0;127;2021
153;181;153;2021
122;0;109;2021
190;188;188;2021
151;158;142;2021
0;0;116;2021
111;0;0;2021
192;187;182;2021
104;0;0;2021
153;146;142;2021
190;181;159;2021
173;174;149;2021
190;192;188;2021
137;0;113;2021
155;164;124;2021
153;156;155;2021
191;191;196;2021
192;195;186;2021
162;178;142;2021
157;100;134;2021
115;109;103;2021
137;144;134;2021
137;172;127;2021
106;0;0;2021
141;163;157;2021
155;188;168;2021
177;185;163;2021
0;0;109;2021
155;151;116;2021
111;0;106;2021
162;149;145;2021
187;191;178;2021
147;142;109;2021
179;192;184;2021
176;176;157;2021
190;161;140;2021
143;176;167;2021
115;0;127;2021
104;0;109;2021
174;187;142;2021
107;0;113;2021
151;133;109;2021
173;153;124;2021
195;193;184;2021
120;0;106;2021
160;187;167;2021
187;182;173;2021
176;187;162;2021
107;158;120;2021
188;192;196;2021
192;185;194;2021
176;188;153;2021
162;140;120;2021
147;144;142;2021
0;113;120;2021
185;192;160;2021
159;146;106;2021
109;0;131;2021
100;0;120;2021
157;147;131;2021
139;0;0;2021
118;131;113;2021
135;122;127;2021
113;0;137;2021
149;138;124;2021
124;0;124;2021
143;164;145;2021
194;187;124;2021
176;195;194;2021
166;173;142;2021
151;116;134;2021
153;186;131;2021
181;164;149;2021
155;138;124;2021
153;138;109;2021
145;161;147;2021
192;197;198;2021
191;163;131;2021
111;147;131;2021
173;194;160;2021
145;160;109;2021
126;100;0;2021
102;113;106;2021
192;194;177;2021
124;100;0;2021
106;0;116;2021
0;0;0;2021
130;0;124;2021
111;0;109;2021
104;105;109;2021
137;163;153;2021
113;0;100;2021
109;0;106;2021
141;186;109;2021
0;113;0;2021
169;188;147;2021
155;144;151;2021
173;140;103;2021
187;180;147;2021
113;0;103;2021
135;113;120;2021
118;138;137;2021
153;170;163;2021
155;142;149;2021
190;178;109;2021
106;109;103;2021
147;105;127;2021
104;100;0;2021
182;188;163;2021
160;174;140;2021
166;178;168;2021
174;186;142;2021
135;0;131;2021
190;191;155;2021
187;140;116;2021
195;190;191;2021
153;129;127;2021
135;0;116;2021
132;147;106;2021
167;151;116;2021
173;193;184;2021
159;144;131;2021
145;138;147;2021
109;100;0;2021
149;147;113;2021
190;185;178;2021
0;0;109;2021
166;156;137;2021
0;0;0;2021
124;127;127;2021
128;133;120;2021
147;156;160;2021
120;156;142;2021
132;122;120;2021
124;0;0;2021
132;105;127;2021
128;133;127;2021
177;176;160;2021
109;0;0;2021
176;188;181;2021
187;191;171;2021
135;153;134;2021
143;113;120;2021
126;109;116;2021
151;0;103;2021
147;161;140;2021
135;163;134;2021
182;191;188;2021
135;0;116;2021
0;113;103;2021
118;0;116;2021
195;194;191;2021
159;158;113;2021
145;138;113;2021
166;158;124;2021
126;0;120;2021
143;158;147;2021
164;185;168;2021
122;122;120;2021
132;116;100;2021
137;124;113;2021
184;155;137;2021
192;181;177;2021
177;192;147;2021
137;0;124;2021
177;178;145;2021
132;186;149;2021
118;105;120;2021
169;160;162;2021
177;184;145;2021
198;193;196;2021
106;0;131;2021
128;100;116;2021
174;119;103;2021
191;188;182;2021
0;0;103;2021
167;173;137;2021
106;113;116;2021
126;127;106;2021
0;0;0;2021
122;0;0;2021
151;149;140;2021
184;192;163;2021
166;188;177;2021
162;184;167;2021
160;138;160;2021
130;122;134;2021
115;100;131;2021
126;116;120;2021
0;0;103;2021
198;195;197;2021
160;151;147;2021
120;105;106;2021
166;169;134;2021
115;129;124;2021
120;0;100;2021
153;131;140;2021
184;182;181;2021
122;116;103;2021
0;0;109;2021
162;191;167;2021
130;153;127;2021
173;195;173;2021
145;142;120;2021
171;153;124;2021
106;122;131;2021
164;192;159;2021
153;170;151;2021
132;105;109;2021
171;177;134;2021
137;147;140;2021
159;177;140;2021
107;105;116;2021
126;113;134;2021
184;176;142;2021
184;177;162;2021
153;131;127;2021
162;142;134;2021
122;116;106;2021
126;0;124;2021
0;0;0;2021
182;170;167;2021
173;170;140;2021
174;185;147;2021
135;147;137;2021
0;100;109;2021
173;156;162;2021
132;0;127;2021
102;0;106;2021
147;185;149;2021
179;200;184;2021
194;198;199;2021
0;0;100;2021
153;182;147;2021
185;180;175;2021
139;167;120;2021
141;122;109;2021
151;119;145;2021
164;173;160;2021
191;182;182;2021
0;0;103;2021
0;0;106;2021
143;124;100;2021
149;127;116;2021
192;191;198;2021
115;140;137;2021
0;0;109;2021
124;119;137;2021
184;167;142;2021
182;151;116;2021
184;198;163;2021
0;109;124;2021
157;116;109;2021
106;131;100;2021
197;196;192;2021
106;0;0;2021
181;172;140;2021
171;199;174;2021
149;147;151;2021
126;0;124;2021
100;124;106;2021
132;138;127;2021
185;200;194;2021
106;0;103;2021
113;100;131;2021
118;147;116;2021
118;133;116;2021
128;140;113;2021
0;0;0;2021
145;131;116;2021
128;181;131;2021
132;0;127;2021
153;119;131;2021
126;100;124;2021
166;109;120;2021
191;124;116;2021
139;119;116;2021
162;163;140;2021
166;155;124;2021
132;133;103;2021
174;195;160;2021
167;181;159;2021
122;0;103;2021
106;0;113;2021
102;100;134;2021
107;113;153;2021
0;0;127;2021
115;116;131;2021
115;129;134;2021
187;192;192;2021
169;187;175;2021
171;176;175;2021
171;147;113;2021
184;194;190;2021
162;156;147;2021
145;163;127;2021
176;194;182;2021
124;0;100;2021
160;119;106;2021
149;146;157;2021
179;178;147;2021
120;109;106;2021
166;109;149;2021
185;174;183;2021
128;131;120;2021
192;174;145;2021
155;131;145;2021
164;172;142;2021
177;197;170;2021
147;169;127;2021
192;194;181;2021
143;156;151;2021
128;136;120;2021
166;136;113;2021
126;105;134;2021
120;116;134;2021
153;156;124;2021
130;113;106;2021
143;122;134;2021
126;105;120;2021
176;192;179;2021
135;109;127;2021
196;200;192;2021
143;133;127;2021
147;153;127;2021
139;109;109;2021
162;146;131;2021
153;156;153;2021
169;192;171;2021
147;136;140;2021
143;161;116;2021
169;184;174;2021
143;161;155;2021
143;116;113;2021
151;151;134;2021
159;155;106;2021
147;124;131;2021
177;142;124;2021
126;109;0;2021
169;109;145;2021
185;177;137;2021
104;0;103;2021
111;0;131;2021
109;116;120;2021
143;153;134;2021
174;136;127;2021
113;116;0;2021
162;144;131;2021
167;177;173;2021
184;184;153;2021
169;138;116;2021
192;186;186;2021
126;105;113;2021
113;133;140;2021
113;0;0;2021
124;100;100;2021
164;129;120;2021
120;122;124;2021
139;155;116;2021
115;0;124;2021
195;196;192;2021
109;142;134;2021
190;185;142;2021
171;174;159;2021
122;131;124;2021
181;191;186;2021
157;133;137;2021
151;0;0;2021
162;161;142;2021
155;161;127;2021
173;173;159;2021
0;100;116;2021
179;177;181;2021
111;0;106;2021
0;0;106;2021
174;166;116;2021
111;0;103;2021
171;163;145;2021
151;151;137;2021
109;113;134;2021
111;133;116;2021
155;156;131;2021
167;173;106;2021
166;167;155;2021
135;131;124;2021
111;0;0;2021
159;181;165;2021
174;147;131;2021
0;0;109;2021
124;127;120;2021
141;158;106;2021
145;131;103;2021
167;167;168;2021
187;181;116;2021
149;142;124;2021
111;138;109;2021
162;172;120;2021
113;100;0;2021
171;182;188;2021
181;192;177;2021
179;133;142;2021
151;160;140;2021
141;0;0;2021
113;124;109;2021
126;105;124;2021
124;116;103;2021
113;0;0;2021
111;0;113;2021
147;0;113;2021
194;188;188;2021
181;185;174;2021
139;100;113;2021
128;0;120;2021
126;100;116;2021
143;166;142;2021
124;140;109;2021
173;174;131;2021
149;176;124;2021
0;0;106;2021
141;138;113;2021
107;0;113;2021
167;188;175;2021
179;185;147;2021
122;146;149;2021
126;105;116;2021
174;190;149;2021
184;193;174;2021
188;194;178;2021
187;184;159;2021
162;147;137;2021
184;200;196;2021
167;176;147;2021
0;0;103;2021
185;193;198;2021
179;197;192;2021
192;192;187;2021
132;105;131;2021
141;122;0;2021
182;197;187;2021
176;151;165;2021
157;158;140;2021
184;188;187;2021
147;140;120;2021
160;155;149;2021
159;178;131;2021
100;0;116;2021
194;155;153;2021
118;109;134;2021
179;195;199;2021
157;177;131;2021
111;0;0;2021
137;127;140;2021
187;198;194;2021
171;182;160;2021
141;0;137;2021
147;149;149;2021
198;197;186;2021
122;0;109;2021
137;100;137;2021
162;147;147;2021
139;156;145;2021
153;109;131;2021
130;100;106;2021
162;170;157;2021
137;136;100;2021
0;0;124;2021
126;119;131;2021
139;116;103;2021
155;136;147;2021
181;185;113;2021
162;144;134;2021
118;0;0;2021
159;180;145;2021
141;176;157;2021
171;174;168;2021
132;109;103;2021
126;138;124;2021
104;0;0;2021
155;156;137;2021
155;146;155;2021
124;138;127;2021
184;191;173;2021
113;119;120;2021
169;144;113;2021
115;0;0;2021
118;105;124;2021
174;180;134;2021
191;190;198;2021
167;151;153;2021
177;169;142;2021
176;164;163;2021
173;188;183;2021
179;153;140;2021
106;100;100;2021
147;0;120;2021
145;113;127;2021
0;100;0;2021
169;146;127;2021
185;195;191;2021
176;188;181;2021
118;142;0;2021
145;119;145;2021
179;193;192;2021
0;100;106;2021
143;176;163;2021
181;160;140;2021
120;0;109;2021
111;0;120;2021
137;122;131;2021
137;0;137;2021
143;100;120;2021
124;0;109;2021
143;109;106;2021
126;0;100;2021
159;160;149;2021
118;105;106;2021
128;131;106;2021
157;163;142;2021
100;0;100;2021
157;163;145;2021
167;185;178;2021
182;196;190;2021
166;167;155;2021
139;129;116;2021
167;180;151;2021
182;193;181;2021
149;0;106;2021
126;131;109;2021
194;196;186;2021
141;124;124;2021
181;173;165;2021
155;119;134;2021
120;138;149;2021
141;142;149;2021
137;105;109;2021
141;156;127;2021
190;193;170;2021
166;163;160;2021
132;0;116;2021
174;167;134;2021
151;178;168;2021
191;194;192;2021
128;116;116;2021
157;180;167;2021
102;0;163;2021
162;133;131;2021
128;122;149;2021
143;158;149;2021
128;0;103;2021
171;142;137;2021
185;166;151;2021
104;113;109;2021
149;119;103;2021
181;182;167;2021
128;105;131;2021
169;160;120;2021
188;194;188;2021
153;182;167;2021
143;124;120;2021
187;166;127;2021
176;146;131;2021
118;131;113;2021
185;196;184;2021
188;196;191;2021
162;153;113;2021
139;0;131;2021
104;100;113;2021
187;192;157;2021
184;188;151;2021
124;140;140;2021
102;105;0;2021
187;191;157;2021
177;173;155;2021
167;156;120;2021
0;0;106;2021
147;158;145;2021
160;182;140;2021
106;0;0;2021
176;169;153;2021
113;0;0;2021
145;155;113;2021
166;146;109;2021
0;0;0;2021
139;140;106;2021
135;156;142;2021
179;177;167;2021
167;173;151;2021
128;100;100;2021
164;156;167;2021
157;151;113;2021
126;131;113;2021
113;0;0;2021
124;160;167;2021
132;127;109;2021
128;109;0;2021
191;185;157;2021
173;186;178;2021
132;138;142;2021
162;149;109;2021
195;199;194;2021
106;0;131;2021
151;156;149;2021
137;129;151;2021
174;172;149;2021
171;172;163;2021
198;194;177;2021
173;195;191;2021
102;131;103;2021
167;160;127;2021
130;131;127;2021
118;0;106;2021
169;176;142;2021
181;185;175;2021
157;177;134;2021
155;149;140;2021
157;136;116;2021
132;140;127;2021
145;124;0;2021
164;177;191;2021
132;105;131;2021
145;147;149;2021
167;169;159;2021
109;109;103;2021
115;119;131;2021
147;131;106;2021
176;192;175;2021
159;190;173;2021
157;140;120;2021
137;105;116;2021
106;100;116;2021
190;163;155;2021
106;0;0;2021
135;0;109;2021
153;147;127;2021
132;122;124;2021
111;109;0;2021
157;194;137;2021
115;136;124;2021
182;195;165;2021
0;0;109;2021
195;190;165;2021
120;149;113;2021
192;194;193;2021
128;153;142;2021
177;177;140;2021
157;173;0;2021
181;196;197;2021
0;0;0;2021
176;178;162;2021
181;180;171;2021
173;153;120;2021
128;129;120;2021
181;190;163;2021
126;129;127;2021
162;122;149;2021
113;0;0;2021
171;163;137;2021
0;0;109;2021
162;184;168;2021
177;146;127;2021
194;177;170;2021
192;191;182;2021
107;119;134;2021
122;140;140;2021
137;136;140;2021
111;105;124;2021
174;163;157;2021
128;113;113;2021
126;0;116;2021
192;192;184;2021
177;163;147;2021
182;192;179;2021
191;190;186;2021
164;185;168;2021
126;116;116;2021
139;122;124;2021
153;153;124;2021
181;172;179;2021
115;105;140;2021
109;0;116;2021
141;133;109;2021
173;180;120;2021
191;188;186;2021
157;133;106;2021
122;0;109;2021
188;153;127;2021
195;193;187;2021
149;149;131;2021
137;153;149;2021
132;0;124;2021
157;127;124;2021
113;109;120;2021
0;0;0;2021
111;0;106;2021
162;156;149;2021
118;0;0;2021
113;131;127;2021
176;186;163;2021
174;191;167;2021
184;170;149;2021
0;0;103;2021
118;122;116;2021
0;0;103;2021
177;193;190;2021
109;129;103;2021
188;184;173;2021
174;164;174;2021
145;163;153;2021
126;113;120;2021
135;0;103;2021
100;0;113;2021
191;194;170;2021
188;196;191;2021
182;147;127;2021
113;0;0;2021
113;124;131;2021
122;136;0;2021
149;133;124;2021
126;129;142;2021
