ukrball100;mathball100;physball100;year
163;131;104;2018
107;114;125;2018
182;196;184;2018
191;186;193;2018
100;100;100;2018
156;155;147;2018
134;111;113;2018
129;155;125;2018
0;104;0;2018
162;173;157;2018
185;186;149;2018
142;119;128;2018
114;0;0;2018
158;155;153;2018
182;175;138;2018
177;164;117;2018
151;0;104;2018
148;146;138;2018
0;117;128;2018
0;0;117;2018
141;129;125;2018
183;182;140;2018
141;122;140;2018
135;100;104;2018
107;107;121;2018
136;107;117;2018
127;129;109;2018
191;191;171;2018
196;196;172;2018
0;0;113;2018
112;150;104;2018
121;0;109;2018
126;0;138;2018
135;150;140;2018
123;111;100;2018
105;107;0;2018
112;0;0;2018
147;142;125;2018
124;111;0;2018
159;152;145;2018
134;114;104;2018
156;183;149;2018
153;185;184;2018
151;146;138;2018
105;0;0;2018
184;193;195;2018
191;186;171;2018
107;107;113;2018
112;114;0;2018
158;182;157;2018
157;127;135;2018
119;131;117;2018
180;195;168;2018
112;114;0;2018
165;161;152;2018
0;0;109;2018
173;178;140;2018
163;189;113;2018
0;0;0;2018
166;161;159;2018
194;197;193;2018
160;152;143;2018
126;104;117;2018
112;124;100;2018
173;189;152;2018
151;153;138;2018
104;0;104;2018
0;0;104;2018
188;185;177;2018
141;122;100;2018
168;159;147;2018
192;193;175;2018
145;122;113;2018
0;131;0;2018
142;161;131;2018
104;0;109;2018
131;138;121;2018
142;122;125;2018
176;142;128;2018
135;148;117;2018
183;180;180;2018
114;127;117;2018
0;100;0;2018
174;157;131;2018
170;140;121;2018
197;185;186;2018
146;152;135;2018
186;170;153;2018
165;157;121;2018
129;0;100;2018
188;191;189;2018
111;0;0;2018
119;107;109;2018
0;0;0;2018
167;161;125;2018
109;0;0;2018
146;136;100;2018
196;186;171;2018
142;129;131;2018
148;111;109;2018
143;122;0;2018
187;183;138;2018
123;100;117;2018
177;199;194;2018
147;104;109;2018
116;119;0;2018
181;172;164;2018
167;161;152;2018
148;142;140;2018
148;157;157;2018
189;161;157;2018
127;117;131;2018
0;0;0;2018
166;157;138;2018
164;168;153;2018
139;107;138;2018
139;131;121;2018
142;107;0;2018
156;129;0;2018
153;150;109;2018
187;146;166;2018
148;131;145;2018
146;164;143;2018
105;119;104;2018
167;133;140;2018
100;100;109;2018
165;166;152;2018
171;136;145;2018
118;155;0;2018
135;124;147;2018
109;104;0;2018
121;114;0;2018
129;142;117;2018
129;117;128;2018
112;104;0;2018
0;0;104;2018
121;107;0;2018
0;104;0;2018
190;189;161;2018
136;129;113;2018
169;170;140;2018
105;0;113;2018
151;111;113;2018
179;127;135;2018
121;100;0;2018
171;152;140;2018
182;138;143;2018
191;159;177;2018
143;170;128;2018
174;138;138;2018
168;166;169;2018
150;140;0;2018
150;153;153;2018
152;159;145;2018
105;0;100;2018
155;159;135;2018
139;127;125;2018
126;124;125;2018
176;185;169;2018
160;177;125;2018
170;172;166;2018
195;193;180;2018
121;100;121;2018
136;100;0;2018
107;111;100;2018
104;111;0;2018
176;182;171;2018
173;138;155;2018
143;122;121;2018
191;197;193;2018
173;183;157;2018
136;117;117;2018
100;0;109;2018
104;0;0;2018
109;104;0;2018
148;157;117;2018
183;186;169;2018
178;163;121;2018
0;104;0;2018
158;161;152;2018
0;0;0;2018
139;157;138;2018
142;100;135;2018
157;138;121;2018
174;180;152;2018
136;133;117;2018
175;166;161;2018
114;111;131;2018
123;114;121;2018
121;107;113;2018
163;166;121;2018
0;0;109;2018
157;161;153;2018
178;170;138;2018
185;175;153;2018
167;177;155;2018
180;188;163;2018
145;124;135;2018
139;117;100;2018
162;124;152;2018
153;155;131;2018
192;178;153;2018
123;107;100;2018
179;173;143;2018
176;199;155;2018
165;180;157;2018
155;146;135;2018
145;159;169;2018
180;131;145;2018
170;161;128;2018
0;0;100;2018
146;166;121;2018
156;150;128;2018
0;100;117;2018
0;0;0;2018
0;114;0;2018
183;178;143;2018
0;0;100;2018
173;152;125;2018
162;161;128;2018
166;152;140;2018
169;136;135;2018
112;0;0;2018
126;152;153;2018
185;163;131;2018
150;142;125;2018
184;195;171;2018
114;127;125;2018
183;188;189;2018
156;146;121;2018
104;114;0;2018
116;119;109;2018
160;146;131;2018
135;152;135;2018
181;192;181;2018
102;111;0;2018
148;127;128;2018
114;107;0;2018
180;177;172;2018
191;189;195;2018
111;0;109;2018
171;180;177;2018
142;122;121;2018
180;173;159;2018
127;114;109;2018
109;111;131;2018
175;144;135;2018
156;157;152;2018
107;0;0;2018
146;164;145;2018
192;200;191;2018
100;0;100;2018
119;100;100;2018
116;111;109;2018
163;163;143;2018
109;114;100;2018
116;129;117;2018
163;133;147;2018
138;107;104;2018
132;0;0;2018
159;133;121;2018
190;196;184;2018
131;114;128;2018
123;124;0;2018
173;161;157;2018
157;166;147;2018
136;0;0;2018
183;191;187;2018
126;111;100;2018
194;189;199;2018
119;0;117;2018
147;152;128;2018
135;0;0;2018
182;189;172;2018
0;117;121;2018
170;170;138;2018
170;138;138;2018
107;0;0;2018
173;182;180;2018
189;152;140;2018
145;0;121;2018
153;152;152;2018
180;180;169;2018
167;148;135;2018
190;186;131;2018
111;114;0;2018
183;188;178;2018
158;152;128;2018
163;153;140;2018
196;198;200;2018
164;164;117;2018
143;133;140;2018
158;133;128;2018
193;183;177;2018
160;140;155;2018
159;146;125;2018
165;136;140;2018
0;0;0;2018
121;107;128;2018
0;0;0;2018
102;100;100;2018
126;152;135;2018
124;104;117;2018
156;168;140;2018
134;119;117;2018
112;0;0;2018
151;124;131;2018
132;0;0;2018
142;157;138;2018
153;140;113;2018
127;107;100;2018
124;0;0;2018
189;195;190;2018
185;185;155;2018
152;177;147;2018
171;164;100;2018
119;0;0;2018
127;114;113;2018
151;114;0;2018
0;0;104;2018
0;0;0;2018
145;163;152;2018
145;119;143;2018
164;170;164;2018
142;142;117;2018
134;114;131;2018
138;100;113;2018
0;0;113;2018
155;172;140;2018
166;183;152;2018
157;166;128;2018
177;138;135;2018
139;119;109;2018
143;180;168;2018
112;0;0;2018
188;180;168;2018
157;153;140;2018
196;195;183;2018
167;186;152;2018
181;153;186;2018
175;168;161;2018
190;177;169;2018
134;138;121;2018
170;178;157;2018
141;144;109;2018
185;180;181;2018
138;104;104;2018
159;129;121;2018
142;117;117;2018
148;172;166;2018
121;111;0;2018
191;195;155;2018
102;104;0;2018
160;155;155;2018
114;111;113;2018
168;150;153;2018
124;100;109;2018
104;0;109;2018
152;161;128;2018
181;188;184;2018
131;114;121;2018
181;175;153;2018
104;122;117;2018
186;192;177;2018
135;114;121;2018
148;100;113;2018
150;107;104;2018
135;117;131;2018
179;153;109;2018
132;100;117;2018
152;163;164;2018
165;117;109;2018
163;127;138;2018
102;0;100;2018
116;0;104;2018
148;129;125;2018
173;175;161;2018
0;138;138;2018
182;192;190;2018
184;182;186;2018
181;182;121;2018
126;144;117;2018
177;159;145;2018
152;127;104;2018
150;170;138;2018
171;166;145;2018
164;153;121;2018
0;0;0;2018
132;140;125;2018
153;168;157;2018
181;144;147;2018
141;117;100;2018
107;0;100;2018
184;186;143;2018
0;0;104;2018
151;104;131;2018
177;146;131;2018
190;188;166;2018
181;166;121;2018
147;0;109;2018
181;185;183;2018
145;117;104;2018
169;161;140;2018
177;177;0;2018
100;111;0;2018
158;140;145;2018
168;186;169;2018
0;100;0;2018
187;182;131;2018
156;155;131;2018
126;122;135;2018
129;0;0;2018
187;189;171;2018
127;100;104;2018
191;186;169;2018
163;188;140;2018
157;170;145;2018
176;157;172;2018
179;173;128;2018
148;111;113;2018
148;180;125;2018
114;111;104;2018
111;100;0;2018
155;142;147;2018
178;166;171;2018
119;117;109;2018
176;175;164;2018
176;195;186;2018
173;186;171;2018
157;170;109;2018
190;157;140;2018
182;170;152;2018
173;185;168;2018
141;170;0;2018
153;180;149;2018
112;0;0;2018
114;107;0;2018
184;185;163;2018
173;150;147;2018
169;159;145;2018
152;146;100;2018
175;168;157;2018
138;124;0;2018
170;144;128;2018
135;161;152;2018
178;166;171;2018
191;193;181;2018
104;104;0;2018
150;117;125;2018
173;173;145;2018
132;122;109;2018
0;0;100;2018
187;186;161;2018
164;178;168;2018
169;186;125;2018
193;188;190;2018
141;152;104;2018
112;0;117;2018
162;173;152;2018
123;138;100;2018
153;175;164;2018
0;114;104;2018
109;0;109;2018
190;180;172;2018
164;182;155;2018
195;192;180;2018
148;0;113;2018
138;133;135;2018
177;148;140;2018
105;140;117;2018
132;127;117;2018
146;161;113;2018
187;172;135;2018
135;111;100;2018
169;182;153;2018
0;111;0;2018
136;164;128;2018
184;185;172;2018
127;0;100;2018
104;0;0;2018
0;0;104;2018
102;0;0;2018
191;195;178;2018
152;168;152;2018
0;0;0;2018
160;186;153;2018
109;111;0;2018
136;0;0;2018
139;107;104;2018
116;0;117;2018
127;111;104;2018
174;161;125;2018
157;133;125;2018
142;129;117;2018
119;111;113;2018
109;111;143;2018
155;142;145;2018
183;191;180;2018
170;170;128;2018
0;0;0;2018
102;0;100;2018
111;100;0;2018
165;172;0;2018
190;186;187;2018
180;157;135;2018
193;196;180;2018
192;189;184;2018
127;0;100;2018
0;0;100;2018
159;173;164;2018
111;104;0;2018
181;198;169;2018
129;0;0;2018
166;104;100;2018
141;127;138;2018
158;157;109;2018
123;0;0;2018
187;172;149;2018
178;182;189;2018
178;166;168;2018
187;166;161;2018
155;164;138;2018
184;189;171;2018
107;119;0;2018
174;178;157;2018
157;127;145;2018
192;180;171;2018
131;111;104;2018
188;166;175;2018
0;0;0;2018
185;178;175;2018
186;182;138;2018
147;150;135;2018
156;173;155;2018
0;0;104;2018
177;186;197;2018
148;117;125;2018
127;100;104;2018
159;146;121;2018
197;195;191;2018
150;138;113;2018
173;180;169;2018
174;175;174;2018
189;172;161;2018
124;138;125;2018
189;185;164;2018
152;164;128;2018
118;104;0;2018
107;114;113;2018
148;136;138;2018
163;170;180;2018
138;140;0;2018
139;124;113;2018
158;148;143;2018
132;163;159;2018
0;104;0;2018
175;182;168;2018
132;107;125;2018
168;133;113;2018
111;104;113;2018
135;100;104;2018
112;111;109;2018
118;0;104;2018
151;159;161;2018
109;146;113;2018
186;195;180;2018
134;152;125;2018
136;129;155;2018
157;140;152;2018
121;111;121;2018
175;161;140;2018
191;196;191;2018
187;183;149;2018
186;182;164;2018
190;188;191;2018
159;168;145;2018
192;170;157;2018
162;185;159;2018
173;172;135;2018
188;170;145;2018
107;0;100;2018
192;192;183;2018
197;173;171;2018
177;192;178;2018
0;0;0;2018
150;168;113;2018
183;153;149;2018
129;122;125;2018
196;199;193;2018
157;195;172;2018
187;177;164;2018
150;140;140;2018
100;127;113;2018
109;0;121;2018
146;140;113;2018
180;175;178;2018
179;177;168;2018
153;133;117;2018
134;133;140;2018
145;153;131;2018
129;104;0;2018
123;114;125;2018
100;107;0;2018
162;129;145;2018
175;157;100;2018
143;140;131;2018
138;124;121;2018
192;191;194;2018
194;192;189;2018
116;107;104;2018
167;173;135;2018
169;138;0;2018
119;111;104;2018
114;122;109;2018
190;196;191;2018
171;191;164;2018
142;114;109;2018
116;0;100;2018
177;196;190;2018
114;119;100;2018
186;186;189;2018
129;131;113;2018
136;0;0;2018
135;163;128;2018
171;178;166;2018
105;119;0;2018
123;107;0;2018
174;185;171;2018
151;129;149;2018
160;166;113;2018
163;173;121;2018
152;183;147;2018
142;107;128;2018
194;173;140;2018
192;195;161;2018
186;183;153;2018
126;148;143;2018
173;164;163;2018
0;107;0;2018
129;111;104;2018
188;186;199;2018
159;111;125;2018
162;161;131;2018
173;152;155;2018
192;200;193;2018
167;153;131;2018
153;133;104;2018
178;193;189;2018
174;166;138;2018
134;119;100;2018
177;193;174;2018
164;155;138;2018
180;175;149;2018
132;157;152;2018
112;119;113;2018
141;140;163;2018
183;182;190;2018
165;144;121;2018
143;133;117;2018
181;159;175;2018
107;0;104;2018
143;127;117;2018
132;117;0;2018
168;142;117;2018
118;117;100;2018
123;0;113;2018
192;163;171;2018
163;178;164;2018
173;189;172;2018
150;107;131;2018
153;138;138;2018
105;124;0;2018
0;0;0;2018
174;177;172;2018
114;0;0;2018
162;150;159;2018
174;175;177;2018
156;153;128;2018
141;150;155;2018
191;199;171;2018
121;104;0;2018
189;191;143;2018
156;117;128;2018
158;170;117;2018
127;114;104;2018
157;119;113;2018
148;131;104;2018
119;133;109;2018
152;127;104;2018
152;172;149;2018
173;157;147;2018
0;0;100;2018
114;0;121;2018
121;0;121;2018
119;124;140;2018
126;168;140;2018
167;173;143;2018
181;177;171;2018
195;197;189;2018
167;122;117;2018
176;178;175;2018
171;163;121;2018
0;114;0;2018
168;180;143;2018
124;119;135;2018
114;104;109;2018
123;0;109;2018
188;138;143;2018
167;127;149;2018
157;107;117;2018
127;136;121;2018
171;170;159;2018
157;114;117;2018
0;0;0;2018
129;0;113;2018
126;114;0;2018
129;0;128;2018
151;0;100;2018
131;111;125;2018
166;152;147;2018
141;138;113;2018
176;166;159;2018
116;100;0;2018
148;144;109;2018
143;148;121;2018
158;188;159;2018
0;0;104;2018
132;136;128;2018
165;138;135;2018
129;111;117;2018
193;189;169;2018
145;140;145;2018
129;159;100;2018
0;0;0;2018
192;200;191;2018
177;183;163;2018
131;119;121;2018
107;104;0;2018
189;185;178;2018
138;164;135;2018
159;185;169;2018
141;117;113;2018
184;175;140;2018
175;166;100;2018
158;163;125;2018
141;142;104;2018
126;138;104;2018
177;191;178;2018
145;140;135;2018
157;142;140;2018
160;175;147;2018
170;146;125;2018
163;138;149;2018
193;192;191;2018
167;164;138;2018
185;177;168;2018
194;192;184;2018
170;186;184;2018
100;0;100;2018
134;0;104;2018
150;150;128;2018
100;0;0;2018
164;175;147;2018
160;189;164;2018
102;0;121;2018
180;178;153;2018
114;111;0;2018
119;124;117;2018
100;0;0;2018
185;166;153;2018
114;133;0;2018
180;196;180;2018
136;140;121;2018
114;129;0;2018
164;172;168;2018
158;173;117;2018
192;183;177;2018
166;148;125;2018
0;104;0;2018
182;191;190;2018
150;159;184;2018
148;148;131;2018
109;0;0;2018
186;183;181;2018
131;172;140;2018
150;170;153;2018
195;180;131;2018
162;127;0;2018
153;182;168;2018
129;0;0;2018
116;117;0;2018
100;104;0;2018
105;111;140;2018
123;104;0;2018
159;164;135;2018
141;182;147;2018
138;117;135;2018
139;119;113;2018
184;168;172;2018
173;164;138;2018
197;196;193;2018
139;0;128;2018
169;189;191;2018
121;100;125;2018
119;0;0;2018
160;124;121;2018
160;148;140;2018
155;170;163;2018
146;127;128;2018
151;133;140;2018
196;200;199;2018
100;0;0;2018
0;0;113;2018
0;104;109;2018
164;148;135;2018
180;188;143;2018
189;188;155;2018
178;172;171;2018
179;191;189;2018
176;172;168;2018
187;191;183;2018
107;0;0;2018
129;157;143;2018
136;148;135;2018
148;170;157;2018
135;117;135;2018
150;140;121;2018
185;172;140;2018
153;124;113;2018
127;170;131;2018
145;127;113;2018
155;172;121;2018
104;0;125;2018
174;170;149;2018
100;104;0;2018
184;180;135;2018
135;0;100;2018
157;144;117;2018
168;175;138;2018
136;142;138;2018
187;195;183;2018
105;122;0;2018
164;159;138;2018
183;189;191;2018
169;136;100;2018
121;100;0;2018
157;114;135;2018
147;178;149;2018
114;0;100;2018
114;104;117;2018
126;100;0;2018
162;168;143;2018
182;164;152;2018
192;193;190;2018
162;180;181;2018
131;114;117;2018
176;196;184;2018
142;140;104;2018
188;170;131;2018
127;127;117;2018
187;191;186;2018
124;104;0;2018
156;111;113;2018
164;138;113;2018
124;127;145;2018
152;146;138;2018
181;168;155;2018
112;117;0;2018
166;114;109;2018
147;114;121;2018
129;136;0;2018
182;157;157;2018
0;0;117;2018
0;0;0;2018
156;148;117;2018
124;104;0;2018
142;146;113;2018
129;127;117;2018
127;117;125;2018
105;100;100;2018
173;178;152;2018
185;191;175;2018
116;100;109;2018
100;0;0;2018
102;127;113;2018
167;192;169;2018
123;100;100;2018
157;163;121;2018
111;0;0;2018
170;178;161;2018
150;164;145;2018
183;144;138;2018
171;161;140;2018
164;189;172;2018
171;188;157;2018
151;173;159;2018
0;100;0;2018
141;104;104;2018
163;175;168;2018
0;159;138;2018
136;164;140;2018
175;153;140;2018
107;0;104;2018
165;140;125;2018
185;177;186;2018
153;114;138;2018
136;100;121;2018
182;183;153;2018
187;172;143;2018
127;117;109;2018
156;148;104;2018
116;122;0;2018
163;111;0;2018
175;163;166;2018
102;100;113;2018
159;166;125;2018
170;185;145;2018
151;131;0;2018
112;100;109;2018
185;182;163;2018
194;192;180;2018
183;182;147;2018
169;188;174;2018
186;186;163;2018
131;0;100;2018
186;186;161;2018
191;199;198;2018
151;183;163;2018
169;152;138;2018
109;104;0;2018
175;163;143;2018
126;129;104;2018
178;182;159;2018
112;0;0;2018
0;100;0;2018
188;183;184;2018
114;0;0;2018
123;0;0;2018
155;172;143;2018
102;0;104;2018
121;0;104;2018
123;150;117;2018
167;140;140;2018
184;159;145;2018
177;182;163;2018
0;111;0;2018
165;177;143;2018
132;142;125;2018
134;114;100;2018
129;100;117;2018
107;111;109;2018
153;142;100;2018
105;0;0;2018
171;140;113;2018
132;152;128;2018
184;191;187;2018
109;114;117;2018
185;182;174;2018
183;177;113;2018
192;200;197;2018
126;117;0;2018
168;144;153;2018
0;111;128;2018
170;148;140;2018
198;195;191;2018
155;157;104;2018
178;142;135;2018
151;144;128;2018
169;161;155;2018
165;150;121;2018
182;186;175;2018
176;146;135;2018
178;186;113;2018
131;100;0;2018
102;0;0;2018
135;117;125;2018
162;138;147;2018
147;153;153;2018
0;0;0;2018
167;172;171;2018
165;161;153;2018
142;0;149;2018
119;104;113;2018
152;183;140;2018
155;170;125;2018
164;183;155;2018
180;164;161;2018
148;159;121;2018
138;131;121;2018
145;114;100;2018
188;185;145;2018
169;129;117;2018
164;136;125;2018
159;180;131;2018
169;157;155;2018
181;186;169;2018
195;193;183;2018
138;144;100;2018
105;100;0;2018
147;150;138;2018
163;182;183;2018
185;189;140;2018
177;191;191;2018
182;157;159;2018
186;188;180;2018
177;166;166;2018
171;188;166;2018
153;144;166;2018
127;114;0;2018
169;157;152;2018
159;152;100;2018
181;177;166;2018
192;173;164;2018
118;159;128;2018
190;166;131;2018
183;193;189;2018
131;119;104;2018
135;144;109;2018
186;189;180;2018
148;157;145;2018
155;168;163;2018
116;0;121;2018
173;152;131;2018
173;152;131;2018
170;178;155;2018
176;146;159;2018
107;153;117;2018
139;142;128;2018
138;129;121;2018
164;100;0;2018
158;119;138;2018
119;0;100;2018
169;168;128;2018
151;144;131;2018
194;198;183;2018
189;186;163;2018
142;0;0;2018
186;188;168;2018
151;117;104;2018
119;122;109;2018
141;133;128;2018
131;127;109;2018
121;119;128;2018
121;107;131;2018
107;133;131;2018
141;157;140;2018
171;150;135;2018
129;127;100;2018
0;0;104;2018
0;104;100;2018
145;111;125;2018
152;140;125;2018
156;127;135;2018
160;177;149;2018
132;161;0;2018
102;100;0;2018
153;146;100;2018
151;142;125;2018
0;0;0;2018
145;107;100;2018
112;111;140;2018
0;0;121;2018
100;104;104;2018
0;127;0;2018
176;172;157;2018
185;163;121;2018
129;100;0;2018
124;124;0;2018
136;107;109;2018
183;175;153;2018
151;157;121;2018
118;0;125;2018
170;177;175;2018
138;119;138;2018
167;129;104;2018
135;107;143;2018
186;191;171;2018
129;127;104;2018
124;129;125;2018
129;129;117;2018
114;100;0;2018
135;144;100;2018
191;197;177;2018
166;166;145;2018
171;155;113;2018
114;0;109;2018
168;166;174;2018
173;168;143;2018
147;173;163;2018
197;178;184;2018
173;166;128;2018
116;131;121;2018
165;189;174;2018
126;140;125;2018
192;197;195;2018
182;197;193;2018
134;114;0;2018
0;0;109;2018
124;122;113;2018
0;119;113;2018
139;117;113;2018
155;136;131;2018
105;107;109;2018
123;152;100;2018
0;100;100;2018
173;164;152;2018
124;129;128;2018
192;198;198;2018
168;170;135;2018
152;152;117;2018
163;136;117;2018
145;131;117;2018
171;189;177;2018
145;152;117;2018
146;148;140;2018
175;193;184;2018
145;157;145;2018
147;117;117;2018
160;148;128;2018
164;159;131;2018
192;178;178;2018
188;189;177;2018
116;138;100;2018
153;164;100;2018
180;189;163;2018
118;131;117;2018
139;166;163;2018
126;136;109;2018
169;193;193;2018
116;117;109;2018
160;192;155;2018
123;111;109;2018
162;155;143;2018
129;0;104;2018
0;104;145;2018
139;104;0;2018
104;0;0;2018
181;192;186;2018
156;164;153;2018
124;119;104;2018
184;168;163;2018
127;138;113;2018
155;114;135;2018
126;175;125;2018
168;152;145;2018
183;185;178;2018
187;183;153;2018
167;157;171;2018
183;197;183;2018
139;153;0;2018
118;104;0;2018
191;193;186;2018
123;129;104;2018
131;175;143;2018
180;189;159;2018
187;188;187;2018
0;0;104;2018
116;0;125;2018
164;124;0;2018
157;157;159;2018
143;122;131;2018
176;172;153;2018
100;100;100;2018
169;161;157;2018
155;155;152;2018
166;163;135;2018
170;166;145;2018
135;107;128;2018
171;159;135;2018
163;188;138;2018
134;136;104;2018
104;107;0;2018
174;170;164;2018
114;0;100;2018
185;189;181;2018
118;111;100;2018
189;191;166;2018
0;0;0;2018
118;114;100;2018
0;0;104;2018
116;104;109;2018
162;111;109;2018
193;196;193;2018
151;138;117;2018
119;111;109;2018
183;150;164;2018
191;192;184;2018
165;172;140;2018
180;157;135;2018
127;173;171;2018
100;107;0;2018
160;155;152;2018
170;170;131;2018
129;159;128;2018
141;122;0;2018
0;104;113;2018
185;140;117;2018
156;111;149;2018
127;136;117;2018
152;153;128;2018
178;157;152;2018
141;164;140;2018
170;170;149;2018
183;166;125;2018
159;122;131;2018
166;136;125;2018
188;178;164;2018
135;170;138;2018
181;186;169;2018
192;196;184;2018
141;159;143;2018
143;100;121;2018
129;129;117;2018
170;170;143;2018
178;180;159;2018
119;140;125;2018
132;114;117;2018
0;0;0;2018
143;104;125;2018
135;142;100;2018
0;0;0;2018
107;114;104;2018
100;100;117;2018
176;175;161;2018
159;157;121;2018
114;0;0;2018
157;131;113;2018
182;182;155;2018
152;157;135;2018
160;146;135;2018
132;119;125;2018
176;189;177;2018
168;175;117;2018
145;136;0;2018
163;142;0;2018
129;144;104;2018
180;166;143;2018
114;0;117;2018
105;111;128;2018
107;107;121;2018
191;197;190;2018
126;104;125;2018
107;0;109;2018
147;0;0;2018
102;0;104;2018
173;168;161;2018
112;111;0;2018
191;182;163;2018
147;146;117;2018
170;170;159;2018
123;0;100;2018
187;186;149;2018
143;124;0;2018
153;142;131;2018
159;182;163;2018
155;100;128;2018
184;178;169;2018
167;163;149;2018
111;107;100;2018
0;0;0;2018
124;111;128;2018
141;183;145;2018
138;131;109;2018
111;0;104;2018
189;195;187;2018
0;0;109;2018
184;182;164;2018
175;178;131;2018
112;0;104;2018
194;192;178;2018
135;148;153;2018
162;150;145;2018
164;150;135;2018
167;173;163;2018
114;0;100;2018
135;114;0;2018
146;138;104;2018
145;107;104;2018
176;188;164;2018
109;0;104;2018
104;0;0;2018
127;122;131;2018
111;122;0;2018
116;100;104;2018
179;180;171;2018
169;183;163;2018
123;100;104;2018
119;104;109;2018
176;180;128;2018
146;122;125;2018
173;168;186;2018
126;0;100;2018
170;178;145;2018
194;175;161;2018
131;119;121;2018
169;168;100;2018
153;159;125;2018
156;153;166;2018
178;163;143;2018
121;107;121;2018
152;107;125;2018
153;142;138;2018
104;104;0;2018
134;152;109;2018
182;172;135;2018
124;138;135;2018
189;182;190;2018
150;122;100;2018
171;140;121;2018
109;107;113;2018
105;100;0;2018
148;177;163;2018
166;168;145;2018
111;0;0;2018
129;114;109;2018
174;175;180;2018
132;111;100;2018
153;133;140;2018
176;186;140;2018
123;163;0;2018
151;136;138;2018
170;168;155;2018
139;136;113;2018
134;0;109;2018
116;114;125;2018
164;140;131;2018
0;0;113;2018
118;140;117;2018
183;198;168;2018
171;166;177;2018
196;195;184;2018
175;180;164;2018
138;150;117;2018
177;183;125;2018
0;114;121;2018
139;111;117;2018
152;127;117;2018
184;191;140;2018
119;0;100;2018
179;188;174;2018
105;100;113;2018
0;0;0;2018
170;177;159;2018
134;131;121;2018
194;189;187;2018
146;138;125;2018
114;100;0;2018
169;152;128;2018
135;148;143;2018
191;193;168;2018
152;173;171;2018
141;153;104;2018
148;127;125;2018
188;189;194;2018
155;146;121;2018
193;197;189;2018
146;107;125;2018
121;152;125;2018
152;136;135;2018
191;192;168;2018
100;0;0;2018
157;189;143;2018
164;117;109;2018
165;177;149;2018
189;182;168;2018
124;129;0;2018
131;178;147;2018
187;196;166;2018
109;0;0;2018
134;111;100;2018
124;124;113;2018
185;183;194;2018
107;111;0;2018
188;144;155;2018
170;164;131;2018
174;168;153;2018
185;193;190;2018
155;152;135;2018
123;111;100;2018
105;107;104;2018
135;133;135;2018
145;111;113;2018
165;124;125;2018
0;0;0;2018
184;155;135;2018
182;163;153;2018
0;107;104;2018
118;111;117;2018
179;175;157;2018
178;191;161;2018
171;172;121;2018
174;138;157;2018
123;124;0;2018
160;163;128;2018
0;117;145;2018
184;163;121;2018
178;148;140;2018
159;152;131;2018
105;0;109;2018
146;111;125;2018
138;144;152;2018
147;111;135;2018
196;196;189;2018
129;100;125;2018
176;164;145;2018
112;0;121;2018
112;111;100;2018
116;117;138;2018
116;100;104;2018
121;119;157;2018
129;0;117;2018
126;140;121;2018
184;180;152;2018
174;180;169;2018
178;161;104;2018
118;111;0;2018
0;0;100;2018
156;170;128;2018
159;152;143;2018
181;175;145;2018
187;188;184;2018
160;166;131;2018
170;157;117;2018
0;0;0;2018
185;188;168;2018
187;170;145;2018
116;0;125;2018
129;161;149;2018
160;177;153;2018
175;119;0;2018
163;166;166;2018
107;0;117;2018
109;111;100;2018
166;153;117;2018
179;189;166;2018
118;124;109;2018
142;129;117;2018
159;189;163;2018
174;161;161;2018
194;195;183;2018
142;170;138;2018
194;189;157;2018
166;192;159;2018
141;150;135;2018
150;131;125;2018
135;163;149;2018
129;140;145;2018
102;0;113;2018
121;0;125;2018
123;0;0;2018
123;164;135;2018
126;124;117;2018
118;100;104;2018
176;170;147;2018
131;129;113;2018
105;107;0;2018
173;177;155;2018
116;0;0;2018
123;119;152;2018
190;183;178;2018
173;159;138;2018
152;152;131;2018
138;0;104;2018
142;142;128;2018
0;0;0;2018
166;136;131;2018
184;195;193;2018
163;164;161;2018
163;178;172;2018
159;185;157;2018
182;146;117;2018
170;186;171;2018
111;119;109;2018
131;133;113;2018
193;157;138;2018
187;166;155;2018
177;146;125;2018
124;173;131;2018
157;148;131;2018
127;117;109;2018
131;104;100;2018
153;175;168;2018
175;129;113;2018
163;163;152;2018
111;124;117;2018
184;200;187;2018
150;161;128;2018
166;163;153;2018
183;177;155;2018
192;182;145;2018
153;183;181;2018
186;192;171;2018
191;185;186;2018
0;0;100;2018
112;104;113;2018
127;107;117;2018
173;146;152;2018
105;100;0;2018
105;0;100;2018
116;0;135;2018
163;172;152;2018
132;111;104;2018
179;182;157;2018
177;136;125;2018
181;192;155;2018
127;119;125;2018
116;100;0;2018
176;152;140;2018
176;173;131;2018
188;177;149;2018
164;177;140;2018
177;104;104;2018
127;133;0;2018
159;129;109;2018
118;0;0;2018
193;198;197;2018
150;144;152;2018
129;124;104;2018
176;172;145;2018
174;163;109;2018
195;192;186;2018
153;173;140;2018
152;119;100;2018
173;178;184;2018
176;175;147;2018
185;191;183;2018
184;168;131;2018
147;100;0;2018
135;100;121;2018
165;146;152;2018
190;191;183;2018
174;168;125;2018
171;152;121;2018
139;114;113;2018
123;100;104;2018
189;188;187;2018
160;142;131;2018
178;159;138;2018
129;100;121;2018
195;183;184;2018
155;124;135;2018
111;117;125;2018
187;173;169;2018
167;177;172;2018
139;155;149;2018
131;150;128;2018
179;180;157;2018
179;183;161;2018
171;164;155;2018
156;122;117;2018
107;0;0;2018
111;100;0;2018
111;0;0;2018
